ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ukbench00706.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1837.47482812,23.8210719006,2092.48728125,2264.97532031,31.0986261133,-97.0433086096,6.92563197829,-138.064832562,-39.6083717987,2145.09210156,2089.9608125,13.2705280324,-104.79095658,1.08332064608,13.5387194229,-6.47664078587,-15.248812979,38.4715179898,-41.9340767904,-21.2068207288,1963.6740625,1965.87605469,17.7188525868,-33.8678332408,-6.43011903161,-45.9759890001,-8.1628408292,-13.7834266846,-10.156925615,6.80245551787,-13.1557834721,9.4456483928,-17.7860589713,-54.3855680121,23.7639606007,1987.9271875,113.541251283,17.7596772201,14.2009961414,-37.7752573383,-9.35595758924,11.6311696243,4.68711910878,-10.3477886381,8.95994974938,3.8927666173,-51.2459840248,43.1112385658,70.6519837829,43.09174527,-34.2785424898,4.65242502138,-23.7723795673,-7.20817568819,1.1428836563,-39.2801765527,46.0185598534,-51.124516338,43.3311291024,33.2750006543,11.2281753156,-5.73151623716,17.3347223922,13.9675517702
1,1965.98580469,-2.77963269922,1952.63485937,1949.24308594,-5.37240101941,6.1993513101,1.76760723151,1.53603214088,-3.82844086324,1967.87749219,1975.90530469,0.511053950466,-3.70817865252,-3.41460033812,0.59800793883,-0.491784650935,2.49228623864,2.73530205272,-22.9008388428,9.27390397288,1968.49219531,1966.22969531,-4.13875545111,-29.350621663,-4.61320805551,2.70190472936,-0.380006954189,1.27257017437,-0.828794700702,3.40602779222,1.72324466923,2.25953209792,-1.42244972673,-22.8080837846,7.00821308543,2017.94600781,51.6248956973,3.13613050571,-2.17703804071,-2.73275226269,2.71671264461,3.1826348019,1.10345074747,-0.245546056228,7.51061152283,-1.77025245217,8.54808681951,8.48925944177,33.6086062484,16.4069507602,2.25953209792,6.8898773082,7.41778959678,6.20471741886,1.73196588225,-1.92360797683,2.04827803833,1.46732943504,-4.81277131172,0.289198146909,1.4593306412,0.650752168221,4.71034651217,2.9177892238
2,2000.73111719,-14.4582223472,2042.75289062,2082.32486719,-18.3503290683,-17.0385718864,1.77169169283,-25.3303298263,-1.30522893307,2103.37092969,2141.08583594,15.4437292738,-30.6362831935,-0.745341228119,5.18624706525,-4.82759562299,-2.16646469212,-1.47240393025,-40.3232902562,-28.4770176755,2096.62919531,2078.73225781,1.26221338991,-6.63265568105,-3.18049873591,-2.78760828095,-3.68161281507,-0.556590880087,3.69290694023,7.92853396344,-0.67439349275,3.74193727051,-18.8550405856,-35.177893375,-4.7039174317,2028.81100781,-26.1338129332,-22.1502196731,6.00459868624,9.83728611268,-9.71506954819,-5.36968635557,2.02476452027,-1.78857783068,7.49230988663,-19.4045315207,-14.8923703943,8.48526423891,-19.3264335071,-10.8083081026,3.74193727051,-8.52043981435,11.1431892049,-1.86250380817,-8.14301977364,3.07643249998,0.389169200209,-4.34800512179,7.2753693891,4.46867456749,-6.2083848375,7.7527630349,-2.01427232326,-5.73841188959
ukbench00707.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1840.34510156,43.7040099257,2163.25617969,2160.43238281,-12.5997155298,-95.4939636097,-12.6508696878,-111.515576437,-8.59327429598,2117.60121094,2092.19717969,-14.7735301143,-86.5925343956,38.6867384832,-28.0466336505,35.2434320102,-9.22823515467,26.5641865978,-21.7896126345,-42.5058059953,2091.08582812,2008.39467188,-40.9065659697,-24.5401109904,-12.8155859108,-17.6572904913,7.48981340216,-14.5973999204,13.3768320672,8.00910244427,-28.4292298423,19.4013914641,-26.2386136743,-11.8727716658,-45.4924897299,1874.60010937,-19.8283157224,-102.168175941,-33.1736779736,6.89140192245,-6.20801840319,16.8266524999,12.8429811535,-1.20491314596,-10.3994639342,0.625243050982,-20.8940994035,-6.10627342856,-163.62841735,62.2426135008,13.5047120061,6.81598773516,-3.70978950319,-22.2449073843,3.43550736689,-0.0895735832842,-15.1861090822,-50.002271585,-22.4318551841,24.7835618136,10.4749553844,-11.7077424381,11.1966944847,-25.343087667
1,1998.03857031,-2.72370306272,1997.05107813,1983.80919531,2.40862184171,7.67359050232,-0.397098112295,5.42009766753,-2.28039958283,2010.51503906,2020.22139062,-4.68137816081,-4.60825118479,3.66510889392,-0.636567355492,2.80583154123,0.419236981439,3.52036239305,-14.3656900554,-9.85427829347,2015.90558594,1965.48214063,-9.71826255009,-16.9516053101,5.74746052897,-1.0249568036,-1.40708097364,3.79663576642,-1.49848782644,-2.2116888338,-0.972393836955,-5.59029229944,-0.446719269998,-17.8515037926,-0.124788676789,2004.04382031,-10.9564997247,10.3496762699,7.85564123566,-3.27677701819,1.34844995888,-2.27688959336,-0.416333902349,-3.9210661828,-4.0842672891,3.9038389561,6.45190191232,1.43249550941,0.0532562366942,6.16659377789,4.1229628644,6.08189042742,2.13018498524,1.16560423993,1.60242317879,2.69643543136,-0.774557612826,-0.582584172165,1.47053038336,2.04088561872,-1.83147421488,2.69415883645,3.80167154467,0.859052911977
2,2031.21816406,3.32755059941,2056.28539063,2073.38278906,14.2879692726,-13.2570811994,-10.8804610315,-15.509400137,4.10067432255,2122.17400781,2110.63289063,-3.30212725235,-33.2948087291,18.4942481254,3.62585022441,0.874328502274,-1.24228717765,7.86468681744,-21.2328978994,-9.51157084298,2093.90008594,2048.96585938,-10.4627027141,-18.8290109849,1.32527345068,-2.18154042967,3.22104035269,-1.99728389537,3.06646325091,-1.20631241861,-7.54822610221,0.909101776922,-5.78257665357,-13.4996081934,-5.68058116803,1996.20250781,-11.6132248197,-23.8496997545,2.15156353448,-7.68589715811,7.40288299076,-2.0491762511,-1.90347426519,1.91795775088,-1.01081238336,2.51326882131,-8.68093450603,4.38695528243,-10.3522013997,0.343452063665,3.43890334487,5.24599588285,-0.301255715126,-2.58809341278,3.51424390392,4.44942869313,6.32951902574,-8.71108598112,-4.26112134822,-3.22323100105,2.93869504323,-0.62292031154,0.489081931073,13.3392685007
ukbench00708.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2272.32504687,103.961411028,2013.27292187,1879.80820313,163.529416057,70.2039920979,188.897523191,48.1539845242,-85.5516105487,1867.03405469,1799.60778906,50.8815067649,-197.780305099,70.0691198916,72.2991714055,21.706243188,-62.6264146777,-65.2284717199,-197.538174363,135.093308815,1810.63167187,940.673515625,179.15118086,-270.344935141,-49.0490496464,-147.915325479,-68.8091194272,-50.4855729393,41.699856843,-53.788594978,15.2620274346,-160.239484044,-75.9661711337,-340.285693488,-88.1768060613,535.1555625,47.606504882,-132.139825514,-14.5767317886,-195.407097301,39.1778562954,19.3270979733,-1.27285077683,38.8211174013,-106.008926237,-34.0215709583,-121.831415855,162.257932115,-2.30182305485,19.9900490372,-60.6102433222,6.78743926399,-175.346619339,-12.2224410621,15.8352931962,-102.367607968,68.3468807632,7.14890480051,-3.88883403097,-24.7103747584,27.3875248182,-6.76379104114,-16.3733831928,9.92794502156
1,1922.19717187,9.84182862711,1453.0581875,1361.5488125,171.068663905,29.7159976392,32.212279578,121.777268365,153.665977646,1407.58903906,1441.55135156,111.768969704,93.9453204036,24.1400251189,24.8688792031,-4.34365589607,34.0458214947,5.42325603737,99.9952073143,49.0651928217,1447.08565625,1832.24834375,30.9694257094,124.839030099,-17.6785679796,95.8951810626,-16.3566360656,-8.29988523387,5.71089916201,-34.7014405882,-11.9033208158,95.2971731238,-35.933945586,182.456578401,66.8906950002,1996.91822656,-11.6394780462,53.688005657,-46.3490738318,88.254975156,-32.1698709935,-14.1642717587,-46.7580810415,-24.4454987564,63.9650509217,2.16092450733,59.807157844,-78.4629165453,-1.19705243602,-6.71231268517,46.9033540194,-7.26637549451,93.651702399,8.6010711811,-24.2542902846,56.5244659529,-25.0221921355,-0.621143588827,5.81877585463,9.20067462264,-21.5497799103,0.601503380947,5.18538761979,-4.30552632466
2,2044.38182813,-8.80594014535,2401.28871875,2451.03940625,-108.928858481,-0.0987130073978,-1.14683533405,-90.7833613982,-95.3712559206,2427.77807031,2423.08528906,-67.3446384961,-83.3433697938,-26.0319396665,-9.32771071567,7.2629537698,-26.0835118765,-24.0611403155,-81.0317180942,-19.5832793227,2428.8270625,2138.7106875,-5.95122798334,-91.4938341119,-11.2090019443,-70.1907447122,6.38811224337,5.10777237611,-0.814229078119,22.9709254959,6.28811443218,-75.3769917774,4.69126219774,-129.175854927,-58.1568395885,2019.77725781,-5.37631786963,-38.3044878408,10.0435588371,-73.6447237946,10.9905196694,8.25737363637,30.8545977378,18.6460808371,-47.1157248228,-10.4003435591,-50.232733153,45.9195120682,-1.71160515215,-1.46728099413,-32.8708641409,-0.0180979161533,-68.9814835003,-8.47664894213,10.6994649402,-42.3205779719,14.778531827,0.101011308547,1.75156107452,-3.86116432813,9.35056633577,6.18788553128,3.75889124968,-2.0880986124
ukbench00709.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1095.7666875,-190.701619727,961.913796875,1163.26349219,-80.484486939,125.190755206,-19.7068118849,17.4731447398,-90.8143635977,1671.06566406,1872.19028125,-151.661060055,-284.857758584,14.8296730979,-81.1338961122,123.928119572,-13.5897194995,26.8353856865,-410.353324042,-180.589844371,1527.44617187,1036.04926562,-74.4443129076,-266.514411946,-16.5357433326,173.68100943,-13.4449953153,-165.869731745,93.650186528,-53.0459325563,-27.0510780625,-71.4441191032,-62.239779243,-354.482756642,9.68142521383,808.984695312,-22.3307561919,-92.9808322322,30.5019837037,-227.105882234,91.1005841747,-64.1857148487,48.2930855166,-13.8339886437,85.1394350725,19.6655871075,4.33963585012,131.737092272,-25.7397232725,26.6040459945,96.236978803,55.1556948362,-31.9202127016,-37.5824030746,32.8185978849,1.13231088259,-47.4806286156,-11.1630229391,-14.6031982399,-24.4753287383,-103.6554096,68.6462705346,-7.92318873019,30.1286487601
1,1927.13660937,9.27752272995,1922.10794531,1734.50073437,3.85430798836,-12.9007432516,20.7160770252,3.22064023756,26.28050787,1402.72199219,1239.03960156,76.4463403007,166.701169636,9.58306560849,-16.9650716224,1.19811864114,-4.77495398656,-30.8710043289,259.984752667,105.752038704,1492.56175781,1812.88819531,56.8601029499,171.684849366,-24.6658960812,-83.4260379861,-4.51867305344,-0.934115382159,2.47859069906,11.4484129568,17.3458438687,54.5589836927,18.7664993118,261.925297992,16.7295900682,1932.05621094,-2.27504891291,107.398928402,-27.8615216384,145.811710426,-62.0976305395,31.5531642651,-8.51468696083,6.90118331549,-42.7859509501,-25.4909763826,-8.11342607141,-37.0182944661,10.2774826522,1.51786988411,-49.2400049506,-47.8192839853,19.379000046,26.7569125623,-24.9531459384,-19.8399748518,54.1791735722,4.34029323846,5.8891302788,32.0902074593,58.8978272071,-38.6358405515,2.67633191114,-5.83619380805
2,1985.46307812,8.26275922668,1997.90394531,2142.98345312,6.63922282418,-4.72819202923,1.49676119558,-10.4179736382,-9.50133111422,2336.41499219,2430.28119531,-37.5711971001,-110.220392422,3.11930503577,-0.176389996276,-2.29963049573,3.71178579542,26.465594629,-148.201705794,-48.1950250397,2267.01050781,2082.91335156,-25.7508549371,-97.6192072798,12.9856867136,57.5960017936,-4.07742784673,3.61480691243,-4.69289527649,0.330293700748,-9.48076858173,-32.9417239744,-14.8529301591,-158.915331746,-8.42372525984,1997.94658594,6.36809284104,-70.1813738928,25.1343828311,-82.4176319006,38.4963137386,-17.0913814066,1.17953721913,-4.71918499,19.6967204911,10.5021841969,10.1252443008,22.7740212211,3.24851900265,-4.30114409584,46.7531214497,30.2874744566,-14.9480681822,-5.59759152648,13.3519036471,21.543072924,-27.107191908,1.05534029811,-0.792341977644,-18.9666137416,-27.4565980721,24.1644576311,0.704018020367,-3.88590901857
ukbench00710.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,498.997359375,18.4026172151,821.374203125,1450.29809375,94.0039818544,4.19372738937,8.51033612895,-111.443839863,279.456167158,1932.28403125,2112.24210156,346.867609218,-226.510435524,-173.020431541,12.9241441931,18.9650616795,-7.19990487711,-280.912282447,-134.219082419,166.005734965,2002.06353906,1299.25152344,-73.0639533022,-75.6316842621,38.9584767393,-30.9008646485,87.7063660345,4.36410691263,-6.70744166159,20.5157207227,-33.1758140404,-20.839442259,114.513820001,-150.435635632,67.3201103089,685.381085937,55.814725924,-319.36823801,-163.043039084,-79.4590197883,-41.088139104,-41.4992064941,-46.2089133406,36.6644810926,61.8372300207,48.8383525505,-140.78829127,-146.02369171,-20.561481789,-35.7205229597,98.0514976676,-63.7477342468,18.2470772734,19.8989860503,44.568845305,24.6706199825,32.9724004524,13.4889181133,4.66307823547,54.4762371946,-35.6586865033,6.94983469885,-16.6005047312,-40.195050402
1,2011.840625,1.71759846779,1913.00736719,1683.82842188,-19.0767407269,1.40041063986,0.190380609332,49.3841256771,-90.7619059275,1437.34460937,1293.81157031,-93.5677785592,118.496519984,58.8657079974,1.65381227576,-3.26170816846,-3.5558024589,114.390072984,138.763643484,38.142244621,1347.4939375,1702.60460937,90.3064652797,109.10840243,-54.7300658773,29.0535371341,-36.9032653539,1.21000442811,-0.157788550335,-9.44650774198,11.0875502527,23.2459144606,-120.51392099,135.44630093,-10.9576697046,1974.65013281,-8.79692531572,177.135832721,-40.6239676015,57.0821174647,48.0633315218,1.7100007337,15.9658154552,-27.3486972713,-48.939457982,-24.7054384202,100.895177307,2.40056105892,10.7952818761,7.53370159802,-53.0916542577,-3.90793361648,-2.73779119106,-12.0208151886,-29.9974272563,0.529865514288,-2.00808565418,-10.5902885434,-6.2557511235,-14.0408727768,1.20940422721,-6.38409002822,6.99129355549,12.0326510854
2,2019.84121875,0.0870490452861,2071.61314844,2221.79267187,25.1488397981,-0.54544883121,0.729564362004,-46.0737851995,93.3041628312,2381.42810938,2484.47091406,112.681711965,-100.375338929,-39.4175852336,0.318109663186,-1.66445249485,8.79702155212,-77.605129585,-95.9558062844,19.3887269672,2453.32503125,2210.43704687,-45.3293996931,-65.9662458264,39.2551193166,-19.9881630343,28.5520951896,0.570251721738,1.19295123659,10.9398368587,-11.5442228604,-16.6954982106,78.3741472266,-96.1194961806,3.3706281082,2026.71941406,-4.38978160046,-145.33543128,4.04124248507,-42.1578664982,-28.5846550613,0.274772524405,-7.897946925,16.4546685606,33.2742900199,23.7842929247,-78.0485130123,-13.9610994299,-15.2987843041,-4.194622265,28.5937188526,-3.66032758304,-2.45546792709,3.47034215142,20.5196878657,-5.61499710789,10.251153795,8.76687007703,9.43175477581,12.4259462104,-1.70901371269,5.60424887884,-3.15222784577,-9.53577195939
ukbench00711.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1116.839,-116.623034074,1835.12022656,1766.9725,199.861493058,-172.534077309,126.08525299,-353.240220129,189.85839488,1783.93426563,1845.80226562,121.270782471,-351.090542797,31.7425993285,-31.6818309427,-5.90324922917,-152.468711975,10.1360088546,-352.562844845,1.99253994724,1717.29639844,1523.7105625,-92.0667176629,-346.771129288,-9.67040761756,-172.47617129,-30.6901576841,47.136054337,-19.5894703081,-53.659593547,-51.4850642531,-217.608057095,-55.2025001712,-329.782773778,-111.270669536,882.577578125,-175.160938287,-343.013287555,-51.2048843662,-229.577562939,3.14435187856,-129.658859825,-20.0999422821,-43.0346444465,-136.733032576,-13.6627938776,-180.202003409,-23.5059689372,-56.8283332885,47.3451116846,-94.7309076503,20.5192562539,-61.3597521444,-22.5043858086,3.16573760022,-33.0763555109,70.1767346804,-18.75525607,40.1659664207,5.14874279238,33.8667113476,59.5189736559,-5.9717817711,20.3516239389
1,1888.20411719,10.4039441563,1703.61786719,1737.99659375,-26.095861679,37.5405830054,-48.5680979949,106.985826296,-20.9479238817,1703.41957812,1658.78523438,14.1673218338,82.1785976335,-16.219296566,12.6787615673,1.40881105278,23.5095161347,-17.9230613797,74.9147545325,42.7345187608,1657.61035937,1612.70138281,82.5042313516,87.4577504195,-36.3163523162,24.5421848216,2.66599525019,-12.1297827646,6.81757980009,5.85564888998,7.72691881509,49.8919960728,-23.4400589802,92.0471689425,119.027120826,1829.09848437,116.827923419,110.009106336,-45.1275991958,78.5340081088,-32.220151721,49.6204662065,3.27877496807,18.5369437901,39.6115660094,-13.2158435666,78.0762117107,-43.7253368608,-3.56096799612,-31.4058389378,48.3706834544,-27.1414470814,6.97764902305,7.47134633744,-7.96522878332,18.0776375871,-34.9097833415,29.0535371341,-20.9946149244,9.94854397189,-18.7413676178,-20.6255469525,10.92088403,-8.4973400051
2,2122.96930469,-28.4763784175,2313.21971094,2280.2316875,26.0045891832,-51.5003031581,33.6023347532,-101.462528912,20.8665453633,2291.66620312,2327.98245312,-16.7758512846,-79.8000036512,2.21659244756,-13.2158865074,-6.45400605192,-29.653578005,1.00586901804,-80.8427300804,-27.0045519068,2329.00373438,2361.21353906,-52.8489646977,-87.4939903979,7.93570402707,-29.2344570332,-9.60099464175,7.43205124747,-9.34415297321,-10.6113392365,-17.6012120107,-53.90381059,8.10184829854,-86.8378802246,-80.6262580602,2189.86642188,-86.8524301889,-96.004094868,25.0341891885,-74.4121059046,10.7613248108,-47.2701715437,-5.43097212903,-19.0884660293,-40.2733377915,5.96398203848,-64.3577214373,19.3207918575,1.1374240266,23.949706589,-37.2188692627,16.2583027562,-10.816379685,-12.4132783848,4.88196864235,-13.8378135907,25.3244396087,-19.9881630343,15.6114853077,-6.11645116744,15.5375276902,16.1433257281,-9.63232669281,6.17460313528
ukbench00712.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2184.48463281,20.3628199392,2194.62728906,2035.74464844,65.7219194226,-36.925940668,12.6548476216,-58.6748223947,197.599541598,1923.55119531,1974.12908594,124.873179591,14.2587457261,-24.7593048409,4.42221818818,18.8063141188,18.3544535833,-50.3845684335,38.6644814473,114.918303805,2088.14321094,2097.86863281,55.6606660189,102.029060394,91.922389029,64.5685110736,-8.58658153106,7.20629623244,-7.94166061546,26.7228432023,17.4383679722,-42.6165357313,97.1507096202,19.8449102623,36.4173101725,2068.01780469,63.4265045317,86.3007858416,83.2716631585,-84.8128014423,9.08199359029,12.2068807905,9.25468142546,-43.9758834618,48.5935397457,20.2324914836,24.3057846616,35.9746076086,68.3457351415,-31.7548160044,-63.4438245925,-36.1875501378,48.9157420606,-6.77872195201,-71.7835996256,-66.3345941291,-46.9243223406,-37.5287146154,25.5024151764,4.8252432106,75.1068939511,19.8693800997,-21.3040584388,-6.67231123441
1,2001.65242187,5.2040725786,1780.652,1816.84014063,-12.5281009215,2.64211501146,0.460878344021,117.819844823,-26.5526306618,1719.99277344,1720.54203906,29.7407118917,64.1706491269,3.7382716849,1.65381227576,3.02954362965,33.57260133,-5.42154376262,27.4597875435,13.7551634798,1680.50903906,1639.20300781,59.5454433952,0.0668663293247,-25.9537146464,-36.5689552667,32.8093170662,2.05701015329,-0.844651748123,-60.0635757881,-45.4438093529,114.335294003,-113.918554684,83.8840150556,-37.5432885841,1986.58824219,-2.9569961833,5.26855549237,-104.747638669,36.336201126,7.40081544892,4.70002316286,-55.6114035997,6.05964362421,-3.13790626789,-18.745625035,16.8171481983,-51.3182905049,4.39797161981,0.887855600816,96.9124259829,31.4095224081,-61.7628519662,31.6608309956,47.7469399767,41.2931518229,92.4789623439,9.74410269717,14.4817070091,115.540641886,-69.0044753504,5.42364947464,10.069883218,8.79010116076
2,2074.63220313,4.42794805708,2161.215125,2049.06182812,25.8058672231,-1.01057785869,0.34276677424,-47.2090080137,79.944586025,2048.20686719,2056.41975781,53.3174684273,12.3890948561,-10.7812908911,0.318109663186,-1.91810423507,-12.5042884933,-47.7659575852,29.3154561859,44.2336360294,2111.08282031,2189.19910156,-34.1167985278,32.3902651532,30.1390066533,35.2996544003,-14.9573082616,-3.27101138167,1.43440064213,34.0943694267,11.1942090696,-76.1247792956,73.4727798005,25.4410970974,33.0626401758,2106.96992969,6.31832096305,39.3103982741,71.9842701606,-29.3912524377,-22.3043209836,11.3858186168,11.3772399124,-5.94995405656,-0.77378322094,-12.1209601646,-13.3018220784,20.487308717,-2.38085431949,1.37796123799,-66.2467848246,-4.70078054058,20.7690843138,-24.4581851552,-32.348353437,-38.1538053926,-43.1143717636,-4.51987626379,-7.98469834129,-50.6773568964,26.3690840496,27.9763614565,-4.12476437007,-4.21028189502
ukbench00713.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2149.54422656,30.0972709142,2169.96192969,2147.91578906,30.3660599802,-33.7771320726,50.9559787712,-22.794231927,140.050113058,1905.50910156,1976.61285937,243.670635767,-34.0813164447,0.779920344747,-20.7337684651,9.24202370178,20.4750668201,-42.8059029034,21.7561147309,119.418859701,2103.56260156,2092.53546875,64.2207230254,64.2433095667,-60.3752812059,40.0477493777,2.25669491471,-0.0769213106254,3.87851649595,-16.3224641377,-10.8800520672,24.6264465383,48.0958739347,27.4080505471,46.5921536092,2063.06753906,20.0799301355,56.4850056075,5.90278660964,-76.6801288081,-57.1322460178,19.2216833673,-24.4111532007,-9.00588678287,23.5596631722,-32.4548945424,6.29019543029,-75.6920845769,-41.7267567851,-1.36878215581,-69.4060771559,-54.7229423394,73.0859865495,-7.72660540682,-71.3786227747,-3.39792780794,17.20384895,38.1189940981,-3.91537071615,-3.85486282478,57.7595010945,-0.724448261518,17.2614434494,2.45895030162
1,1999.01713281,1.91743771625,1995.16334375,1832.40103125,0.300093342539,1.64849287306,3.83862296616,0.935083979879,21.6002588535,1823.60385156,1728.03149219,-15.226998763,113.493439179,1.47144625673,1.45190566837,-0.389306753858,2.90381133675,-12.6117087001,68.9917187077,17.8514839357,1731.09607813,1867.34190625,23.5569586949,35.8394758951,20.0204291655,-17.5076987371,1.78756134261,-0.909717524887,-0.91402941896,0.0664543723605,-23.1365981789,6.81715571043,-81.0761887025,86.0335647586,-9.05410943011,1995.39435156,-3.0244603416,49.9601824246,-80.6719017133,75.8089677295,16.7330157764,-4.42741085299,-1.04967202502,37.9506650921,33.0576820571,19.6904108564,21.6075259515,27.1302933104,-1.12886928488,-0.382344944835,61.7953763846,21.8994476117,-73.1504560764,11.9061860785,63.191526416,-15.945460754,-3.85763132019,3.93648002368,2.31979430999,-49.4271813735,-62.553072645,-56.3094382862,4.2746294034,0.999338895336
2,2075.06075781,4.28103858214,2086.48034375,2103.8165625,10.2415389166,-1.67052874588,-3.78514228956,-2.770850115,31.4101060711,2041.32013281,2083.42933594,73.4614433759,-45.2571727344,-2.48322359562,-0.823166205921,-0.0517386114241,-1.64633241184,-23.966660936,-0.821485955808,60.7693914777,2118.63048437,2142.966375,5.85949811352,9.86573724349,-39.8720976366,29.2646085083,-1.08400003078,1.36427663868,-0.630756054527,-0.19691825468,-3.53655246813,2.41371452185,32.1947991273,16.141089067,14.9484031533,2100.55653906,7.08513032084,-16.7799124878,25.9329982217,-66.3372392498,-13.5718411731,11.1857810572,2.81613145271,-24.5345359035,-10.9537519061,-21.97954344,-20.5384467896,-15.4545865373,-2.30360632424,0.838701236118,-31.7702966302,-11.1465663737,65.1250114451,-10.1330984447,-25.9911399549,-2.89834440205,1.3788044707,-1.22721144011,4.25674099643,22.4252764596,30.5774733643,28.8877128494,0.970502842601,1.25166853555
ukbench00714.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2058.42122656,-77.5605522861,2123.38274219,2101.73514844,-1.2722853265,-35.0251538806,-68.6514997251,-43.9576254008,84.8524493234,1950.168,1937.66350781,223.659630178,-58.5329442437,-1.16470989207,-7.5983208784,-63.8371069527,-25.2288573217,-27.2560565473,-83.7162848429,158.236364124,2042.73385156,1986.04471875,90.2781430075,-44.2460599553,-63.8051023746,22.827710518,-25.0001350397,-5.40353780497,-30.6582884053,-5.11371489816,-36.0125119375,53.5815908687,-39.5315367984,-64.5401608924,67.3341663076,1973.29120312,-56.6697293144,2.30947119833,-23.5279017409,-24.4782966191,-44.2254091124,8.15274493355,-12.374173139,-5.25615006385,5.34963119925,-32.369105149,-5.73636509247,-70.298322898,-38.4443317206,30.0184600106,55.9511830322,-33.7463699471,2.19420378829,-23.0462887521,-3.71311097777,37.3595901059,-7.93171792918,18.1795496162,11.3935118607,-2.77475523828,21.2118391224,-1.5759579506,-18.7426621475,-16.1621298419
1,1973.28985156,-11.1282385114,1986.35723437,1907.63863281,-1.28868111398,-8.78013243777,-9.14162255645,0.511276305807,1.81506024069,1830.54403906,1812.97544531,17.1954627989,57.5367351281,-0.279198045932,-2.62478589604,-5.85613089294,1.24228717765,4.054404712,65.5959889072,27.2494145634,1713.66033594,1955.57947656,29.6337820679,61.7568412197,-13.194381192,-22.290364607,0.0995313958381,-4.59946021735,-1.99981910733,3.38506400081,-10.7693749867,-3.58664999223,-26.4582522353,89.2268095436,-2.04472483445,1998.6334375,1.62966193606,16.6184082267,-59.9779990626,23.9441768828,18.7451308924,10.4976101533,1.19520909874,-11.0431932913,14.7984726534,17.8689042878,47.4782263082,14.3192199659,4.0932585613,-0.242824192973,16.7785887817,46.0293487854,-42.0683232768,8.37967169057,-15.7863971017,-40.8160747699,-8.07731306537,-2.08076114053,-2.25569878113,-21.0106578469,-43.0047519597,-15.9255493526,0.102937580009,-0.846074280721
